ἀρήγει	ἀρήγω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
καὶ	καί	CONJ	_	
μαθεῖν	μανθάνω	VB	mood=INFINITIVE|voice=ACTIVE	
θεσμοὺς	θεσμός	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
ἐμοὺς	ἐμός	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
πόλιν	πόλις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
τε	τε		_	
πᾶσαν	πᾶς	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
εἰς	εἰς	PREP	_	
τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
αἰανῆ	αἰανής	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
χρόνον	χρόνος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
καὶ	καί	CONJ	_	
τούσδ̓	ὅδε	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
ὅπως	ὅπως	CONJ	_	
ἂν	ἄν		_	
εὖ	εὖ	ADV	_	
καταγνωσθῇ	καταγιγνώσκω	VB	person=PERSON_3|number=SINGULAR|mood=SUBJUNCTIVE|voice=PASSIVE	
δίκη	δίκη	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
λέγω	λέγω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
τεκμήριον	τεκμήριον	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
δὲ	δέ		_	
τῶνδέ	ὅδε	PRON	number=PLURAL|gender=NEUTER|case=GENITIVE	
σοι	σύ	PRON	number=SINGULAR|gender=FEMININE|case=DATIVE	
λέξω	λέγω	VB	person=PERSON_1|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
μέγα	μέγας	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
μύζοιτ̓	μύζω	VB	person=PERSON_2|number=PLURAL|tense=PR|voice=ACTIVE	
ἄν	ἄν		_	
ἁνὴρ	ἀνήρ	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
δ̓	δέ		_	
οἴχεται	οἴχομαι	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
φεύγων	φεύγω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
πρόσω	πρόσω	ADV	_	
λέξω	λέγω	VB	person=PERSON_1|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
πρὸς	πρός	PREP	_	
ὑμᾶς	σύ	PRON	number=PLURAL|case=ACCUSATIVE	
τόνδ̓	ὅδε	PRON	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
Ἀθηναίας	Ἀθήνη	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
μέγαν	μέγας	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
θεσμὸν	θεσμός	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
δικαίως	δίκαιος	ADV	_	
μάντις	μάντις	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὢν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
δ̓	δέ		_	
οὐ	οὐ	ADV	_	
ψεύσομαι	ψεύδω	VB	person=PERSON_1|number=SINGULAR|tense=FUTURE|mood=INDICATIVE	
χθονὸς	χθών	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
γὰρ	γάρ		_	
πᾶς	πᾶς	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
πεποίμανται	ποιμαίνω	VB	person=PERSON_3|number=SINGULAR|tense=PERF|mood=INDICATIVE	
τόπος	τόπος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὑπέρ	ὑπέρ	PREP	_	
τε	τε		_	
πόντον	πόντος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἀπτέροις	ἄπτερος	ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
ποτήμασιν	πότημα	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
ἦλθον	ἔρχομαι	VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
διώκουσ̓	διώκω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
οὐδὲν	οὐδείς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ὑστέρα	ὕστερος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
νεώς	ναῦς	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
οὐ	οὐδέ		_	
δὲ	δέ		_	
γὰρ	γάρ		_	
βροτοσκόπων	βροτοσκόπος	ADJ	number=PLURAL|gender=FEMININE|case=GENITIVE	
μαινάδων	μαινάς	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
τῶνδ̓	ὅδε	PRON	number=PLURAL|gender=FEMININE|case=GENITIVE	
ἐφέρ			_	
ψει	ἐφέρπω	VB	person=PERSON_3|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
κότος	κότος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
τις	τις	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἐργμάτων	ἔργμα	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
πάντ̓	πᾶς	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἐφήσω	ἐφίημι	VB	person=PERSON_1|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
μόρον	μόρος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
τῶν	ὁ		number=PLURAL|gender=MASCULINE|case=GENITIVE	
εὐσεβούντων	εὐσεβέω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=GENITIVE	
δ̓	δέ		_	
ἐκφορωτέρα	ἔκφορος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE|degree=COMPARATIVE	
πέλοις	πέλω	VB	person=PERSON_2|number=SINGULAR|tense=PR|voice=ACTIVE	
ἐπάθομεν	πάσχω	VB	person=PERSON_1|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
φίλαι	φίλος	ADJ	number=PLURAL|gender=FEMININE|case=VOCATIVE	
ἐμὲ	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
παθεῖν	πάσχω	VB	mood=INFINITIVE|voice=ACTIVE	
τάδε	ὅδε	PRON	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
φεῦ	φεῦ		_	
ἐμὲ	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
παλαιόφρονα	παλαιόφρων	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
κατά	κατά	PREP	_	
τε	τε		_	
γᾶς	γῆ	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
οἰκεῖν	οἰκέω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
φεῦ	φεῦ		_	
ἀτίετον	ἀτίετος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
μύσος	μύσος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
οὐκ	οὐ	ADV	_	
ἀναστήσῃ	ἀνίστημι	VB	person=PERSON_2|number=SINGULAR|tense=FUTURE|mood=INDICATIVE	
τάχος	τάχος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
κἀγὼ	ἐγώ	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
κατελθών	κατέρχομαι	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
πρὸ	πρό	PREP	_	
τοῦ	ὁ	PRON	number=SINGULAR|gender=NEUTER|case=GENITIVE	
φεύγων	φεύγω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
χρόνον	χρόνος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἔκτεινα	κτείνω	VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
τεκοῦσαν	τίκτω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
οὐκ	οὐ	ADV	_	
ἀρνήσομαι	ἀρνέομαι	VB	person=PERSON_1|number=SINGULAR|tense=FUTURE|mood=INDICATIVE	
ἀντικτόνοις	ἀντικτόνος	ADJ	number=PLURAL|gender=FEMININE|case=DATIVE	
ποιναῖσι	ποινή	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
φιλτάτου	φίλτατος	ADJ	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
πατρός	πατήρ	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
πολλὰ	πολύς	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
δ̓	δέ		_	
ἔτυμα	ἔτυμος	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
παιδότρωτα	παιδότρωτος	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
πάθεα	πάθος	NN	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
προσμένει	προσμένω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
τοκεῦ			_	
σιν	τοκεύς	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
μεταῦθις	μεταῦθις	ADV	_	
ἐν	ἐν	PREP	_	
χρόνῳ	χρόνος	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
στέργω	στέργω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
δ̓	δέ		_	
ὄμματα	ὄμμα	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
Πειθοῦς	Πειθώ	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
ὅτι	ὅτι	CONJ	_	
μοι	ἐγώ	PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
γλῶσσαν	γλῶσσα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
καὶ	καί	CONJ	_	
στόμ̓	στόμα	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἐπωπᾷ	ἐπωπάω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
πρὸς	πρός	PREP	_	
τάσδ̓	ὅδε	PRON	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
ἀγρίως	ἄγριος	ADV	_	
ἀπανηναμένας	ἀπαναίνομαι	VB	number=PLURAL|mood=PARTICIPLE|gender=FEMININE|case=ACCUSATIVE	
ταύτην	οὗτος	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
μὲν	μέν		_	
οὕτω	οὕτως	ADV	_	
φροντίδ̓	φροντίς	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ἐκποδὼν	ἐκποδών	ADV	_	
λέγω	λέγω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
μᾶτερ	μήτηρ	NN	number=SINGULAR|gender=FEMININE|case=VOCATIVE	
ἅ	ὅς	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
μ̓	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ἔτικτες	τίκτω	VB	person=PERSON_2|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
ὦ	ὦ		_	
μᾶτερ	μήτηρ	NN	number=SINGULAR|gender=FEMININE|case=VOCATIVE	
Νύξ	νύξ	NN	number=SINGULAR|gender=FEMININE|case=VOCATIVE	
ἀλαοῖσι	ἀλαός	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
καὶ	καί	CONJ	_	
δεδορκόσιν	δέρκομαι	VB	number=PLURAL|tense=PERF|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
ποινάν	ποινή	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
κλῦθ̓	κλύω	VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
τούτων	οὗτος	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
ἐπῳδὰς	ἐπῳδή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
οὐκ	οὐ	ADV	_	
ἐποίησεν	ποιέω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
πατὴρ	πατήρ	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
οὑμός	ἐμός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
δ̓	δέ		_	
ἄλλα	ἄλλος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
πάντ̓	πᾶς	ADJ	gender=NEUTER|case=ACCUSATIVE	
ἄνω	ἄνω	ADV	_	
τε	τε		_	
καὶ	καί	CONJ	_	
κάτω	κάτω	ADV	_	
στρέφων	στρέφω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
τίθησιν	τίθημι	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
οὐδὲν	οὐδείς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἀσθμαίνων	ἀσθμαίνω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
μένει	μένος	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
τίς	τίς	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
ἥδε	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
τιμή	τιμή	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
τί	τίς	PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ῥέξω	ῥέζω	VB	person=PERSON_1|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
χωρεῖτ̓	χωρέω	VB	person=PERSON_2|number=PLURAL|tense=PR|mood=IMPERATIVE|voice=ACTIVE	
ἄνευ	ἄνευ	PREP	_	
βοτῆρος	βοτήρ	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
αἰπολούμεναι	αἰπολέω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=FEMININE|case=NOMINATIVE	
Μοίρας	μοῖρα	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
ἔπεισας	πείθω	VB	person=PERSON_2|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
ἀφθίτους	ἄφθιτος	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
θεῖναι	τίθημι	VB	mood=INFINITIVE|voice=ACTIVE	
βροτούς	βροτός	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
δρᾶσαι	δράω	VB	mood=INFINITIVE|voice=ACTIVE	
γὰρ	γάρ		_	
ὥσπερ	ὥσπερ	ADV	_	
ἐστὶν	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
οὐκ	οὐ	ADV	_	
ἀρνούμεθα	ἀρνέομαι	VB	person=PERSON_1|number=PLURAL|tense=PR|mood=INDICATIVE	
δίδαξον	διδάσκω	VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
τοὺς	ὁ		number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
δικάζοντας	δικάζω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
τάδε	ὅδε	PRON	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
εἴπερ	εἴπερ	CONJ	_	
πεποιθὼς	πείθω	VB	number=SINGULAR|tense=PERF|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
τῇ	ὁ		number=SINGULAR|gender=FEMININE|case=DATIVE	
δίκῃ	δίκη	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
βρέτας	βρέτας	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
τόδε	ὅδε	PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἧσαι	ἧμαι	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=INDICATIVE	
φυλάσσων	φυλάσσω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
ἑστίας	ἑστία	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
ἁμῆς	ἁμός	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
πέλας	πέλας	PREP	_	
σεμνὸς	σεμνός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
προσίκτωρ	προσίκτωρ	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἐν	ἐν	PREP	_	
τρόποις	τρόπος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
Ἰξίονος	Ἰξίων	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
ἀπὸ	ἀπό	PREP	_	
γάρ	γάρ		_	
με	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
τι	τις	PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
μᾶν	τιμή	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
δαναιᾶν	δηναιός	ADJ	number=PLURAL|gender=FEMININE|case=GENITIVE	
θεῶν	θεός	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
δυσπάλαμοι	δυσπάλαμος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
παῤ	παρά	PREP	_	
οὐδὲν	οὐδείς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἦραν	αἴρω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
δόλοι	δόλος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
σὺ	σύ	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
δ̓	δέ		_	
ἐν	ἐν	PREP	_	
τόποισι	τόπος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
τοῖς	ὁ		number=PLURAL|gender=MASCULINE|case=DATIVE	
ἐμοῖσι	ἐμός	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
μὴ	μή	CONJ	_	
βάλῃς	βάλλω	VB	person=PERSON_2|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
μήθ̓	μήτε		_	
αἱματηρὰς	αἱματηρός	ADJ	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
θηγάνας	θηγάνη	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
σπλάγχνων	σπλάγχνον	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
βλάβας	βλάβη	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
νέων	νέος	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
ἀοίνοις	ἄοινος	ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
ἐμμανεῖς	ἐμμανής	ADJ	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
θυμώμασιν	θύμωμα	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
μήτ̓	μήτε		_	
ἐξελοῦσ̓	ἐξαιρέω	VB	number=SINGULAR|tense=FUTURE|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
ὡς	ὡς	ADV	_	
καρδίαν	καρδία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ἀλεκτόρων	ἀλέκτωρ	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
ἐν	ἐν	PREP	_	
τοῖς	ὁ		number=PLURAL|gender=MASCULINE|case=DATIVE	
ἐμοῖς	ἐμός	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
ἀστοῖσιν	ἀστός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
ἱδρύσῃς	ἱδρύω	VB	person=PERSON_2|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
Ἄρη	Ἄρης	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἐμφύλιόν	ἐμφύλιος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
τε	τε		_	
καὶ	καί	CONJ	_	
πρὸς	πρός	PREP	_	
ἀλλήλους	ἀλλήλων	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
θρασύν	θρασύς	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
φονεὺς	φονεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
δ̓	δέ		_	
Ὀρέστης	Ὀρέστης	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
τῆσδε	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=GENITIVE	
μητρὸς	μήτηρ	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
οἴχεται	οἴχομαι	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
ἀλλ̓	ἀλλά	ADV	_	
ἐκ	ἐκ	PREP	_	
Διὸς	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
γὰρ	γάρ		_	
λαμπρὰ	λαμπρός	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
μαρτύρια	μαρτύριον	NN	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
παρῆν	πάρειμι	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
αὐτός	αὐτός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
θ̓	τε		_	
ὁ	ὁ		number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
χρήσας	χράω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
αὐτὸς	αὐτός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἦν	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
ὁ	ὁ		number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
μαρτυρῶν	μαρτυρέω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
ὡς	ὡς	CONJ	_	
ταῦτ̓	οὗτος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
Ὀρέστην	ὀρέστης	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
δρῶντα	δράω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
μὴ	μή		_	
βλάβας	βλάβη	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
ἔχειν	ἔχω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
ἕπου	ἕπομαι	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=IMPERATIVE	
δὲ	δέ		_	
μηνυτῆρος	μηνυτήρ	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
ἀφθέγκτου	ἄφθεγκτος	ADJ	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
φραδαῖς	φραδή	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
ἀρωγὰς	ἀρωγή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
δ̓	δέ		_	
ἐκ	ἐκ	PREP	_	
τάφου	τάφος	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
πέμψει	πέμπω	VB	person=PERSON_3|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
πατήρ	πατήρ	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
