9	δ̓	δέ		_	
10	ἐξέτεινα	ἐκτείνω	VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
11	χεῖῤ	χείρ	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
12	ἐπ̓	ἐπί	PREP	_	
13	ἐκφορᾷ	ἐκφορά	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
14	νεκροῦ	νεκρός	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
1	τί	τίς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
2	χρῆμα	χρῆμα	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
3	λεύσσω	λεύσσω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=SUBJUNCTIVE|voice=ACTIVE	
1	τίς	τίς	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
2	ποθ̓	ποτέ		_	
3	ἥδ̓	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
4	ὁμήγυρις	ὁμήγυρις	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
5	στείχει	στείχω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
6	γυναικῶν	γυνή	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
7	φάρεσιν	φᾶρος	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
8	μελαγχίμοις	μελάγχιμος	ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
9	πρέπουσα	πρέπω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
1	ποίᾳ	ποῖος	ADJ	number=SINGULAR|gender=FEMININE|case=DATIVE	
2	ξυμφορᾷ	συμφορά	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
3	προσεικάσω	προσεικάζω	VB	person=PERSON_1|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
1	πότερα	πότερος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
2	δόμοισι	δόμος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
3	πῆμα	πῆμα	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
4	προσκυρεῖ	προσκυρέω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
5	νέον	νέος	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
1	ἢ	ἤ	CONJ	_	
2	πατρὶ	πατήρ	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
3	τὠμῷ	ἐμός	ADJ	number=SINGULAR|gender=MASCULINE|case=DATIVE	
4	τάσδ̓	ὅδε	PRON	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
5	ἐπεικάσας	ἐπεικάζω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
6	τύχω	τυγχάνω	VB	person=PERSON_1|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
7	χοὰς	χοή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
8	φερούσας	φέρω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
9	νερτέροις	νέρτερος	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
10	μειλίγματα	μείλιγμα	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
1	οὐδέν	οὐδείς	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
2	ποτ̓	ποτέ		_	
3	ἄλλο	ἄλλος	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
1	καὶ	καί	CONJ	_	
2	γὰρ	γάρ		_	
3	Ἠλέκτραν	Ἠλέκτρα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
4	δοκῶ	δοκέω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
5	στείχειν	στείχω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
6	ἀδελφὴν	ἀδελφή	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
7	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
8	ἐμὴν	ἐμός	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
9	πένθει	πένθος	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
10	λυγρῷ	λυγρός	ADJ	number=SINGULAR|gender=NEUTER|case=DATIVE	
11	πρέπουσαν	πρέπω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
1	ὦ	ὦ		_	
2	Ζεῦ	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
3	δός	δίδωμι	VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
4	με	ἐγώ	PRON	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
5	τείσασθαι	τίνω	VB	mood=INFINITIVE	
6	μόρον	μόρος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
7	πατρός	πατήρ	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
8	γενοῦ	γίγνομαι	VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE	
9	δὲ	δέ		_	
10	σύμμαχος	σύμμαχος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
11	θέλων	ἐθέλω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
12	ἐμοί	ἐγώ	PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
1	Πυλάδη	Πυλάδης	NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
2	σταθῶμεν	ἵστημι	VB	person=PERSON_1|number=PLURAL|mood=SUBJUNCTIVE|voice=PASSIVE	
3	ἐκποδών	ἐκποδών	ADV	_	
4	ὡς	ὡς	CONJ	_	
5	ἂν	ἄν		_	
6	σαφῶς	σαφής	ADV	_	
7	μάθω	μανθάνω	VB	person=PERSON_1|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
8	γυναικῶν	γυνή	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
9	ἥτις	ὅστις	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
10	ἥδε	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
11	προστροπή	προστροπή	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
1	ἰαλτὸς	ἰαλτός	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
2	ἐκ	ἐκ	PREP	_	
3	δόμων	δόμος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
4	ἔβαν	βαίνω	VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
5	χοὰς	χοή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
6	προπομπὸς	προπομπός	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
7	ὀξύχειρι	ὀξύχειρ	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
8	σὺν	σύν	PREP	_	
9	κτύπῳ	κτύπος	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
1	πρέπει	πρέπω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
2	παρηὶς	παρηίς	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
3	φοινίοις	φοίνιος	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
4	ἀμυγμοῖς	ἀμυγμός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
5	ὄνυχος	ὄνυξ	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
6	ἄλοκι	αὖλαξ	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
7	νεοτόμῳ	νεότομος	ADJ	number=SINGULAR|gender=FEMININE|case=DATIVE	
1	δἰ	διά	PREP	_	
2	αἰῶνος	αἰών	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
3	δ̓	δέ		_	
4	ἰυγμοῖσι	ἰυγμός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
5	βόσκεται	βόσκω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
6	κέαρ	κῆρ	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
1	λινοφθόροι	λινοφθόρος	ADJ	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
2	δ̓	δέ		_	
3	ὑφασμάτων	ὕφασμα	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
4	λακίδες	λακίς	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
5	ἔφλαδον	φλάζω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
6	ὑπ̓	ὑπό	PREP	_	
7	ἄλγεσιν	ἄλγος	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
8	προστέρνῳ	πρόστερνος	ADJ	number=SINGULAR|gender=MASCULINE|case=DATIVE	
9	στολμῷ	στολμός	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
10	πέπλων	πέπλος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
11	ἀγελάστοις	ἀγέλαστος	ADJ	number=PLURAL|gender=FEMININE|case=DATIVE	
12	ξυμφοραῖς	συμφορά	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
13	πεπληγμένων	πλήσσω	VB	number=PLURAL|tense=PERF|mood=PARTICIPLE|gender=MASCULINE|case=GENITIVE	
1	τορὸς	τορός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	δὲ	δέ		_	
3	Φοῖβος	Φοῖβος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
4	ὀρθόθριξ	ὀρθόθριξ	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
5	δόμων	δόμος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
6	ὀνειρόμαντις	ὀνειρόμαντις	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
7	ἐξ	ἐκ	PREP	_	
8	ὕπνου	ὕπνος	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
9	κότον	κότος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
10	πνέων	πνέω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
11	ἀωρόνυκτον	ἀωρόνυκτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
12	ἀμβόαμα	ἀναβόαμα	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
13	μυχόθεν	μυχόθεν	ADV	_	
14	ἔλακε	λάσκω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
15	περὶ	περί	PREP	_	
16	φόβῳ	φόβος	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
17	γυναικείοισιν	γυναικεῖος	ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
18	ἐν	ἐν	PREP	_	
19	δώμασιν	δῶμα	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
20	βαρὺς	βαρύς	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
21	πίτνων	πίπτω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
1	κριταί	κριτής	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	τε	τε		_	
3	τῶνδ̓	ὅδε	PRON	number=PLURAL|gender=NEUTER|case=GENITIVE	
4	ὀνειράτων	ὄνειρος	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
5	θεόθεν	θεόθεν	ADV	_	
6	ἔλακον	λάσκω	VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
7	ὑπέγγυοι	ὑπέγγυος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
8	μέμφεσθαι	μέμφομαι	VB	tense=PR|mood=INFINITIVE	
9	τοὺς	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
10	γᾶς	γῆ	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
11	νέρθεν	ἔνερθε	PREP	_	
12	περιθύμως	περίθυμος	ADV	_	
13	τοῖς	ὁ		number=PLURAL|gender=MASCULINE|case=DATIVE	
14	κτανοῦσί	κτείνω	VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
15	τ̓	τε		_	
16	ἐγκοτεῖν	ἐγκοτέω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
1	τοιάνδε	τοιόσδε	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
2	χάριν	χάρις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
3	ἀχάριτον	ἀχάριτος	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
4	ἀπότροπον	ἀπότροπος	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
5	κακῶν	κακός	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
6	ἰὼ	ἰώ		_	
7	γαῖα	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=VOCATIVE	
8	μαῖα	μαῖα	NN	number=SINGULAR|gender=FEMININE|case=VOCATIVE	
9	μωμένα	μῶμαι	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|gender=FEMININE|case=NOMINATIVE	
10	μ̓	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
11	ἰάλλει	ἰάλλω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
12	δύσθεος	δύσθεος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
13	γυνά	γυνή	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
1	φοβοῦ-			_	
2	μαι	φοβέω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE	
3	δ̓	δέ		_	
4	ἔπος	ἔπος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
5	τόδ̓	ὅδε	PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
6	ἐκβαλεῖν	ἐκβάλλω	VB	tense=FUTURE|mood=INFINITIVE|voice=ACTIVE	
1	τί	τίς	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
2	γὰρ	γάρ		_	
3	λύτρον	λύτρον	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
4	πεσόντος	πίπτω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=NEUTER|case=GENITIVE	
5	αἵματος	αἷμα	NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
6	πέδοι	πέδοι	ADV	_	
1	ἰὼ	ἰώ		_	
2	πάνοιζυς	πάνοιζυς	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
3	ἑστία	ἑστία	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
4	ἰὼ	ἰώ		_	
5	κατασκαφαὶ	κατασκαφή	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
6	δόμων	δόμος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
1	ἀνήλιοι	ἀνήλιος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	βροτοστυγεῖς	βροτοστυγής	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
3	δνόφοι	δνόφος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
4	καλύπτουσι	καλύπτω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
5	δόμους	δόμος	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
6	δεσποτῶν	δεσπότης	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
7	θανάτοισι	θάνατος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
1	σέβας	σέβας	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
2	δ̓	δέ		_	
3	ἄμαχον	ἄμαχος	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
4	ἀδάματον	ἀδάματος	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
5	ἀπόλεμον	ἀπόλεμος	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
6	τὸ	ὁ	PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
7	πρὶν	πρίν	ADV	_	
8	δἰ	διά	PREP	_	
9	ὤτων	οὖς	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
10	φρενός	φρήν	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
11	τε	τε		_	
12	δαμίας	δήμιος	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
13	περαῖνον	περαίνω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=NEUTER|case=NOMINATIVE	
14	νῦν	νῦν	ADV	_	
15	ἀφίσταται	ἀφίστημι	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
1	φοβεῖ-	φοβέω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
2	ται	φοβέω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
3	δέ	δέ		_	
4	τις	τις	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
1	τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
2	δ̓	δέ		_	
3	εὐτυχεῖν	εὐτυχέω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
4	τόδ̓	ὅδε	PRON	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
5	ἐν	ἐν	PREP	_	
6	βροτοῖς	βροτός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
7	θεός	θεός	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
8	τε	τε		_	
9	καὶ	καί	CONJ	_	
10	θεοῦ	θεός	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
11	πλέον	πλείων	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE|degree=COMPARATIVE	
1	ῥοπὴ	ῥοπή	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
2	δ̓	δέ		_	
3	ἐπισκοπεῖ	ἐπισκοπέω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
4	δίκας	δίκη	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
5	ταχεῖα	ταχύς	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
6	τοὺς	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
7	μὲν	μέν		_	
8	ἐν	ἐν	PREP	_	
9	φάει	φάος	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
10	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=NOMINATIVE	
11	δ̓	δέ		_	
12	ἐν	ἐν	PREP	_	
13	μεταιχμίῳ	μεταίχμιος	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
14	σκότου	σκότος	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
15	μένει	μένω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
16	χρονίζοντας	χρονίζω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
17	ἄχη	ἄχος	NN	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
18	[βρύει]	βρύω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
19	τοὺς	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
20	δ̓	δέ		_	
21	ἄκραντος	ἄκραντος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
22	ἔχει	ἔχω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
23	νύξ	νύξ	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
1	δἰ	διά	PREP	_	
2	αἵματ̓	αἷμα	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
3	ἐκποθένθ̓	ἐκπίνω	VB	number=PLURAL|mood=PARTICIPLE|voice=PASSIVE|gender=NEUTER|case=ACCUSATIVE	
4	ὑπὸ	ὑπό	PREP	_	
5	χθονὸς	χθών	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
6	τροφοῦ	τροφός	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
7	τίτας	τίτας	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
8	φόνος	φόνος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
9	πέπηγεν	πήγνυμι	VB	person=PERSON_3|number=SINGULAR|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
10	οὐ	οὐ	ADV	_	
11	διαρρύδαν	διαρρύδαν	ADV	_	
1	διαλγὴς	διαλγής	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
2	δ̓	δέ		_	
3	ἄτα	ἄτη	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
4	διαφέρει	διαφέρω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
5	τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
6	αἴτιον	αἴτιος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
7	παναρκέτας	πανάρκετος	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
8	νόσου	νόσος	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
9	βρύειν	βρύω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
1	θιγόντι	θιγγάνω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
2	δ̓	δέ		_	
3	οὔτι	οὔτι	ADV	_	
4	νυμφικῶν	νυμφικός	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
5	ἑδωλίων	ἑδώλιον	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
6	ἄκος	ἄκος	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
7	πόροι	πόρος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
8	τε	τε		_	
9	πάντες	πᾶς	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
10	ἐκ	ἐκ	PREP	_	
11	μιᾶς	εἷς	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
12	ὁδοῦ	ὁδός	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
13	προ	πρό	PREP	_	
14	βαίνοντες	βαίνω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
15	τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
16	χερομυσῆ	χερομυσής	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
